,customerID,Recency,Monetary,Frequency
11951,11952,339,172.27,4
11952,11953,503,69.96,1
11953,11954,503,15.36,1
11954,11955,503,0.0,1
11955,11956,503,14.37,1
11956,11957,108,276.25,10
11957,11958,413,48.68,2
11958,11959,175,86.72,2
11959,11960,503,11.77,1
11960,11961,498,75.3,2
11961,11962,162,36.36,2
11962,11963,503,24.98,1
11963,11964,123,49.519999999999996,3
11964,11965,503,18.36,1
11965,11966,503,16.7,1
11966,11967,68,70.45,5
11967,11968,503,12.97,1
11968,11969,503,69.97,1
11969,11970,503,9.77,1
11970,11971,499,45.29,2
11971,11972,503,49.3,1
11972,11973,503,14.37,1
11973,11974,503,26.14,1
11974,11975,171,52.209999999999994,3
11975,11976,452,73.25,2
11976,11977,16,73.14999999999999,3
11977,11978,502,52.5,1
11978,11979,464,55.66,2
11979,11980,503,9.77,1
11980,11981,72,336.53,10
11981,11982,503,14.96,1
11982,11983,57,63.81999999999999,3
11983,11984,503,88.44,1
11984,11985,503,13.97,1
11985,11986,107,95.63999999999999,4
11986,11987,418,56.06,3
11987,11988,84,59.61000000000001,5
11988,11989,503,31.72,1
11989,11990,503,53.71,1
11990,11991,503,53.5,1
11991,11992,503,38.31,1
11992,11993,503,14.37,1
11993,11994,177,100.06,4
11994,11995,54,305.6,8
11995,11996,503,9.97,1
11996,11997,478,72.94,2
11997,11998,476,13.97,1
11998,11999,503,12.49,1
11999,12000,101,306.81,3
12000,12001,503,26.54,1
12001,12002,18,118.47999999999999,7
12002,12003,503,14.96,1
12003,12004,502,100.4,1
12004,12005,22,102.4,3
12005,12006,212,359.73,5
12006,12007,23,135.5,5
12007,12008,103,128.56,5
12008,12009,475,4.79,1
12009,12010,503,14.99,1
12010,12011,503,42.77,1
12011,12012,229,186.7,3
12012,12013,503,67.06,1
12013,12014,503,17.76,1
12014,12015,236,38.36,2
12015,12016,79,145.7,7
12016,12017,340,99.4,3
12017,12018,503,14.37,1
12018,12019,455,98.38,3
12019,12020,488,151.25,2
12020,12021,492,51.48,2
12021,12022,21,264.05,11
12022,12023,503,26.33,1
12023,12024,158,412.4700000000001,11
12024,12025,501,34.44,2
12025,12026,487,28.74,1
12026,12027,503,15.36,1
12027,12028,183,27.259999999999998,2
12028,12029,503,15.9,1
12029,12030,112,127.64000000000001,6
12030,12031,118,160.37,6
12031,12032,502,24.33,2
12032,12033,503,80.83,1
12033,12034,52,343.89000000000004,6
12034,12035,502,37.47,1
12035,12036,502,30.32,1
12036,12037,502,19.99,1
12037,12038,502,25.54,1
12038,12039,502,11.99,1
12039,12040,502,26.99,1
12040,12041,502,11.77,1
12041,12042,502,75.83,1
12042,12043,82,114.03999999999999,5
12043,12044,421,49.46,2
12044,12045,502,14.37,1
12045,12046,23,216.24,8
12046,12047,194,162.10999999999999,3
12047,12048,1,287.3,16
12048,12049,419,121.16,2
12049,12050,47,224.4,8
12050,12051,502,26.14,1
12051,12052,379,89.5,2
12052,12053,10,213.81000000000003,7
12053,12054,464,61.18000000000001,3
12054,12055,495,46.480000000000004,2
12055,12056,98,538.62,14
12056,12057,370,58.66,2
12057,12058,231,425.83,3
12058,12059,502,27.74,1
12059,12060,45,431.65999999999997,9
12060,12061,502,32.72,1
12061,12062,495,44.29,1
12062,12063,93,79.37,2
12063,12064,502,28.34,1
12064,12065,442,28.74,2
12065,12066,479,78.63,2
12066,12067,502,35.93,1
12067,12068,53,69.49,3
12068,12069,502,13.97,1
12069,12070,451,51.32,2
12070,12071,502,28.76,1
12071,12072,40,237.35999999999999,6
12072,12073,502,55.47,1
12073,12074,502,95.39,1
12074,12075,375,68.42999999999999,2
12075,12076,502,14.96,1
12076,12077,213,56.19,3
12077,12078,502,49.99,1
12078,12079,502,11.77,1
12079,12080,501,57.919999999999995,2
12080,12081,141,353.47,6
12081,12082,55,256.96000000000004,12
12082,12083,378,70.45,2
12083,12084,502,11.77,1
12084,12085,502,11.77,1
12085,12086,502,56.28,1
12086,12087,502,27.13,1
12087,12088,502,16.36,1
12088,12089,16,182.6,6
12089,12090,502,69.99,1
12090,12091,491,83.67,2
12091,12092,116,95.19999999999999,5
12092,12093,196,44.769999999999996,2
12093,12094,502,87.58,1
12094,12095,502,77.42,1
12095,12096,302,115.41999999999999,3
12096,12097,12,169.51000000000002,4
12097,12098,12,2594.3299999999995,21
12098,12099,502,18.76,1
12099,12100,502,19.99,1
12100,12101,429,41.3,2
12101,12102,11,423.17,11
12102,12103,502,14.37,1
12103,12104,224,87.88,3
12104,12105,502,37.99,1
12105,12106,502,14.96,1
12106,12107,502,37.31,1
12107,12108,6,521.25,16
12108,12109,462,108.91,3
12109,12110,502,27.91,1
12110,12111,502,28.45,1
12111,12112,94,33.95,2
12112,12113,502,19.99,1
12113,12114,502,40.9,1
12114,12115,502,11.77,1
12115,12116,502,40.11,1
12116,12117,502,56.65,1
12117,12118,502,25.34,1
12118,12119,226,204.22,2
12119,12120,99,170.17,5
12120,12121,502,71.84,1
12121,12122,502,47.76,1
12122,12123,173,33.230000000000004,3
12123,12124,502,15.96,1
12124,12125,483,106.49000000000001,2
12125,12126,502,48.67,1
12126,12127,9,831.75,18
12127,12128,50,152.45999999999998,5
12128,12129,439,164.63000000000002,3
12129,12130,320,199.27000000000004,5
12130,12131,502,11.77,1
12131,12132,502,62.47,1
12132,12133,496,244.74,2
12133,12134,502,22.74,1
12134,12135,502,28.77,1
12135,12136,502,29.99,1
12136,12137,371,60.48,2
12137,12138,158,219.10000000000002,4
12138,12139,145,86.08999999999999,5
12139,12140,502,13.97,1
12140,12141,62,229.69,5
12141,12142,502,15.36,1
12142,12143,502,12.97,1
12143,12144,502,11.99,1
12144,12145,502,14.37,1
12145,12146,502,42.89,1
12146,12147,502,11.77,1
12147,12148,72,86.36,4
12148,12149,65,167.82,4
12149,12150,344,43.5,2
12150,12151,339,99.97,3
12151,12152,1,174.10000000000002,8
12152,12153,502,155.54,1
12153,12154,19,515.8199999999999,7
12154,12155,267,56.81999999999999,2
12155,12156,502,20.0,1
12156,12157,369,58.07,2
12157,12158,502,11.77,1
12158,12159,502,13.97,1
12159,12160,165,36.45,3
12160,12161,460,56.38,4
12161,12162,502,28.74,1
12162,12163,502,28.33,1
12163,12164,160,121.29,3
12164,12165,249,192.87,7
12165,12166,502,27.77,1
12166,12167,293,33.96,2
12167,12168,235,76.16,3
12168,12169,501,42.09,1
12169,12170,422,110.0,5
12170,12171,502,93.45,1
12171,12172,502,14.96,1
12172,12173,502,6.77,1
12173,12174,502,29.33,1
12174,12175,235,216.65999999999997,6
12175,12176,88,88.67,6
12176,12177,502,29.33,1
12177,12178,496,15.96,1
12178,12179,502,12.49,1
12179,12180,502,26.5,1
12180,12181,502,19.99,1
12181,12182,68,53.71,4
12182,12183,126,80.13,3
12183,12184,55,292.08,15
12184,12185,210,40.69,2
12185,12186,488,39.95,2
12186,12187,502,9.99,1
12187,12188,19,177.78,9
12188,12189,28,89.91999999999999,6
12189,12190,502,43.95,1
12190,12191,175,548.65,7
12191,12192,502,46.76,1
12192,12193,498,34.54,1
12193,12194,179,68.46,2
12194,12195,502,59.28,1
12195,12196,163,111.67,4
12196,12197,313,219.94000000000003,6
12197,12198,502,9.77,1
12198,12199,281,30.340000000000003,3
12199,12200,502,27.94,1
12200,12201,500,69.24,1
12201,12202,502,12.49,1
12202,12203,502,41.99,1
12203,12204,6,307.16999999999996,7
12204,12205,502,14.77,1
12205,12206,451,118.46,4
12206,12207,70,893.6300000000001,9
12207,12208,502,57.27,1
12208,12209,502,15.96,1
12209,12210,343,216.08,6
12210,12211,502,10.77,1
12211,12212,502,10.97,1
12212,12213,502,26.97,1
12213,12214,502,36.71,1
12214,12215,124,609.79,8
12215,12216,502,73.22,1
12216,12217,192,163.14000000000001,4
12217,12218,502,26.73,1
12218,12219,143,69.27000000000001,4
12219,12220,393,60.660000000000004,3
12220,12221,50,187.23000000000002,7
12221,12222,502,15.36,1
12222,12223,116,61.39,4
12223,12224,300,252.18000000000004,4
12224,12225,493,44.11,2
12225,12226,493,40.93,2
12226,12227,502,23.54,1
12227,12228,34,273.58,5
12228,12229,502,11.99,1
12229,12230,247,88.89,3
12230,12231,139,44.47,3
12231,12232,502,27.16,1
12232,12233,502,5.78,1
12233,12234,502,13.97,1
12234,12235,99,61.620000000000005,2
12235,12236,401,96.44,2
12236,12237,480,33.33,2
12237,12238,85,431.93999999999994,10
12238,12239,124,37.53,2
12239,12240,502,13.97,1
12240,12241,57,97.2,4
12241,12242,12,814.9900000000001,18
12242,12243,342,79.99,4
12243,12244,502,19.99,1
12244,12245,481,164.8,3
12245,12246,488,32.739999999999995,2
12246,12247,502,9.97,1
12247,12248,440,60.2,2
12248,12249,502,20.99,1
12249,12250,502,63.33,1
12250,12251,334,31.32,2
12251,12252,502,13.97,1
12252,12253,136,51.31,3
12253,12254,85,165.65,9
12254,12255,502,63.75,1
12255,12256,275,86.75999999999999,3
12256,12257,191,68.78,3
12257,12258,502,11.77,1
12258,12259,502,15.96,1
12259,12260,101,152.9,7
12260,12261,168,71.72,2
12261,12262,502,42.1,1
12262,12263,202,312.03999999999996,3
12263,12264,451,28.13,2
12264,12265,494,113.13,1
12265,12266,502,52.42,1
12266,12267,502,15.36,1
12267,12268,502,60.84,1
12268,12269,502,14.37,1
12269,12270,17,80.42,3
12270,12271,322,206.56,2
12271,12272,16,499.06,14
12272,12273,502,39.5,1
12273,12274,499,37.54,1
12274,12275,502,14.9,1
12275,12276,502,6.77,1
12276,12277,502,14.37,1
12277,12278,279,62.83,3
12278,12279,502,37.98,1
12279,12280,99,88.94999999999999,2
12280,12281,502,11.77,1
12281,12282,502,29.99,1
12282,12283,502,22.759999999999998,1
12283,12284,502,29.92,1
12284,12285,85,46.34,2
12285,12286,227,199.29999999999998,4
12286,12287,17,212.74999999999997,3
12287,12288,502,15.3,1
12288,12289,485,97.57,2
12289,12290,502,13.97,1
12290,12291,165,77.08,3
12291,12292,502,99.62,1
12292,12293,276,74.0,2
12293,12294,501,56.28,1
12294,12295,20,738.48,22
12295,12296,502,22.77,1
12296,12297,100,60.86,3
12297,12298,222,118.71000000000001,3
12298,12299,355,37.510000000000005,3
12299,12300,490,4.79,1
12300,12301,179,52.97,2
12301,12302,501,171.67,1
12302,12303,290,65.7,2
12303,12304,489,1134.15,5
12304,12305,501,14.37,1
12305,12306,501,14.79,1
12306,12307,501,14.99,1
12307,12308,335,245.45000000000002,5
12308,12309,501,33.98,1
12309,12310,45,250.30999999999997,9
12310,12311,197,76.21,3
12311,12312,501,65.37,1
12312,12313,496,17.76,1
12313,12314,501,34.71,1
12314,12315,266,164.43,2
12315,12316,52,55.28,5
12316,12317,501,25.0,1
12317,12318,501,16.7,1
12318,12319,501,14.37,1
12319,12320,231,337.12,4
12320,12321,436,214.51999999999998,4
12321,12322,26,146.29000000000002,5
12322,12323,101,151.79,5
12323,12324,495,84.61,2
12324,12325,489,64.74,1
12325,12326,387,282.5,6
12326,12327,501,21.95,1
12327,12328,501,49.96,1
12328,12329,485,26.14,1
12329,12330,501,13.77,1
12330,12331,22,179.62,9
12331,12332,501,10.77,1
12332,12333,283,41.32,2
12333,12334,251,84.47,2
12334,12335,501,41.77,1
12335,12336,1,391.87,10
12336,12337,501,66.43,1
12337,12338,28,111.91,3
12338,12339,368,25.13,2
12339,12340,494,145.44,2
12340,12341,501,11.77,1
12341,12342,371,28.96,2
12342,12343,501,28.33,1
12343,12344,11,174.26999999999998,5
12344,12345,501,15.36,1
12345,12346,501,23.54,1
12346,12347,499,106.53,1
12347,12348,501,25.26,1
12348,12349,493,137.02,3
12349,12350,501,14.96,1
12350,12351,317,26.73,2
12351,12352,3,2102.9199999999996,22
12352,12353,158,162.10000000000002,5
12353,12354,62,192.24999999999997,9
12354,12355,488,120.56,2
12355,12356,183,85.64,5
12356,12357,21,60.010000000000005,4
12357,12358,79,54.11000000000001,4
12358,12359,501,11.57,1
12359,12360,50,118.58,4
12360,12361,501,42.03,1
12361,12362,501,11.77,1
12362,12363,501,10.97,1
12363,12364,480,31.979999999999997,2
12364,12365,501,13.97,1
12365,12366,501,0.0,1
12366,12367,14,3798.239999999999,53
12367,12368,145,76.68,2
12368,12369,501,14.96,1
12369,12370,240,75.39999999999999,3
12370,12371,497,327.4,2
12371,12372,501,25.14,1
12372,12373,141,118.39999999999999,8
12373,12374,501,14.79,1
12374,12375,501,19.99,1
12375,12376,501,14.96,1
12376,12377,501,26.77,1
12377,12378,501,11.77,1
12378,12379,362,157.56,3
12379,12380,497,23.94,1
12380,12381,101,38.97,2
12381,12382,501,14.96,1
12382,12383,496,134.54,2
12383,12384,341,146.06,2
12384,12385,193,52.72,3
12385,12386,501,13.97,1
12386,12387,501,13.77,1
12387,12388,501,29.33,1
12388,12389,87,61.81999999999999,3
12389,12390,501,15.36,1
12390,12391,501,29.99,1
12391,12392,501,15.9,1
12392,12393,501,15.96,1
12393,12394,501,17.76,1
12394,12395,384,37.099999999999994,3
12395,12396,501,18.77,1
12396,12397,497,80.82,2
12397,12398,406,69.17,2
12398,12399,29,198.44,7
12399,12400,3,216.42000000000002,5
12400,12401,74,35.76,2
12401,12402,501,44.88,1
12402,12403,501,6.79,1
12403,12404,321,162.23,3
12404,12405,501,9.58,1
12405,12406,497,26.74,1
12406,12407,427,42.71,2
12407,12408,501,14.37,1
12408,12409,501,38.77,1
12409,12410,501,41.54,1
12410,12411,501,14.96,1
12411,12412,498,37.48,1
12412,12413,501,13.77,1
12413,12414,501,15.36,1
12414,12415,176,29.759999999999998,2
12415,12416,451,71.7,2
12416,12417,498,36.11,2
12417,12418,501,26.73,1
12418,12419,63,71.94,4
12419,12420,338,173.70999999999998,3
12420,12421,501,14.37,1
12421,12422,501,11.77,1
12422,12423,501,16.7,1
12423,12424,493,25.96,2
12424,12425,499,52.87,1
12425,12426,230,87.28,2
12426,12427,358,32.739999999999995,2
12427,12428,501,13.97,1
12428,12429,501,105.84,1
12429,12430,66,258.52,5
12430,12431,501,27.34,1
12431,12432,497,49.48,2
12432,12433,57,157.53,4
12433,12434,501,30.72,1
12434,12435,25,266.65000000000003,6
12435,12436,244,134.1,5
12436,12437,501,22.99,1
12437,12438,501,27.94,1
12438,12439,266,254.86,9
12439,12440,501,36.31,1
12440,12441,167,18.48,2
12441,12442,501,25.94,1
12442,12443,400,34.99,3
12443,12444,488,96.11,1
12444,12445,162,116.66,3
12445,12446,501,13.97,1
12446,12447,327,75.21000000000001,3
12447,12448,501,14.37,1
12448,12449,501,16.36,1
12449,12450,501,17.75,1
12450,12451,501,190.86,1
12451,12452,501,11.77,1
12452,12453,57,364.50000000000006,14
12453,12454,117,56.3,3
12454,12455,20,608.82,17
12455,12456,234,197.89000000000001,4
12456,12457,71,226.74,6
12457,12458,476,67.97,3
12458,12459,454,82.42999999999999,3
12459,12460,501,17.9,1
12460,12461,500,45.29,1
12461,12462,145,123.08,3
12462,12463,501,14.99,1
12463,12464,501,23.54,1
12464,12465,501,130.69,1
12465,12466,121,136.60000000000002,3
12466,12467,135,83.94,5
12467,12468,491,89.98,1
12468,12469,501,156.82,1
12469,12470,474,157.01,2
12470,12471,76,158.53,9
12471,12472,37,230.92000000000002,8
12472,12473,501,11.77,1
12473,12474,20,118.39999999999999,7
12474,12475,501,31.52,1
12475,12476,4,1537.7799999999997,41
12476,12477,71,39.52,2
12477,12478,501,58.51,1
12478,12479,298,119.0,5
12479,12480,67,225.91,7
12480,12481,219,67.98,5
12481,12482,208,263.22999999999996,5
12482,12483,57,473.5299999999999,10
12483,12484,501,42.44,1
12484,12485,501,14.96,1
12485,12486,501,42.31,1
12486,12487,501,5.78,1
12487,12488,133,46.730000000000004,4
12488,12489,11,551.37,18
12489,12490,501,12.49,1
12490,12491,501,19.94,1
12491,12492,501,33.51,1
12492,12493,168,176.18,3
12493,12494,501,39.97,1
12494,12495,501,12.49,1
12495,12496,196,98.91,4
12496,12497,482,74.12,2
12497,12498,31,24.85,2
12498,12499,501,34.97,1
12499,12500,134,166.29000000000002,3
12500,12501,289,59.69,3
12501,12502,89,155.61,6
12502,12503,129,32.57,2
12503,12504,501,14.96,1
12504,12505,383,263.21999999999997,9
12505,12506,440,41.64,2
12506,12507,172,99.79,5
12507,12508,501,12.49,1
12508,12509,148,145.55,4
12509,12510,499,37.51,1
12510,12511,475,28.86,2
12511,12512,486,15.36,1
12512,12513,432,95.61,4
12513,12514,199,37.43,3
12514,12515,115,92.89,2
12515,12516,501,15.76,1
12516,12517,501,27.34,1
12517,12518,501,14.37,1
12518,12519,501,40.7,1
12519,12520,501,26.57,1
12520,12521,87,360.25,13
12521,12522,501,9.77,1
12522,12523,26,294.08000000000004,9
12523,12524,501,14.37,1
12524,12525,479,78.50999999999999,2
12525,12526,501,29.98,1
12526,12527,407,65.05,2
12527,12528,18,91.57999999999998,4
12528,12529,501,12.97,1
12529,12530,117,126.52000000000001,5
12530,12531,16,107.92999999999999,4
12531,12532,501,221.18,1
12532,12533,499,104.34,2
12533,12534,41,194.50000000000003,11
12534,12535,336,31.53,3
12535,12536,501,13.97,1
12536,12537,19,241.87,3
12537,12538,72,332.44000000000005,10
12538,12539,501,28.34,1
12539,12540,501,14.37,1
12540,12541,501,19.3,1
12541,12542,450,89.97,2
12542,12543,464,17.96,1
12543,12544,175,79.65,3
12544,12545,500,67.51,1
12545,12546,194,35.75,3
12546,12547,129,112.74,7
12547,12548,10,257.88,8
12548,12549,500,21.99,1
12549,12550,500,12.77,1
12550,12551,474,24.98,1
12551,12552,44,206.45,8
12552,12553,99,326.13000000000005,7
12553,12554,500,16.36,1
12554,12555,500,35.51,1
12555,12556,37,264.72999999999996,7
12556,12557,133,72.12,2
12557,12558,500,14.37,1
12558,12559,366,477.39000000000004,15
12559,12560,500,33.93,1
12560,12561,3,112.21999999999998,3
12561,12562,99,291.58000000000004,7
12562,12563,182,39.62,3
12563,12564,500,43.3,1
12564,12565,500,25.74,1
12565,12566,112,124.58000000000001,4
12566,12567,50,139.84,4
12567,12568,16,745.71,9
12568,12569,500,28.34,1
12569,12570,405,223.05999999999997,5
12570,12571,74,185.37,8
12571,12572,500,27.94,1
12572,12573,500,14.9,1
12573,12574,500,11.77,1
12574,12575,500,36.99,1
12575,12576,500,21.99,1
12576,12577,120,60.58,2
12577,12578,480,92.57,3
12578,12579,62,451.65000000000003,11
12579,12580,75,120.35,3
12580,12581,500,34.98,1
12581,12582,243,76.7,2
12582,12583,500,41.1,1
12583,12584,500,32.68,1
12584,12585,404,322.29,3
12585,12586,500,14.37,1
12586,12587,499,46.88,1
12587,12588,500,6.79,1
12588,12589,500,12.49,1
12589,12590,500,9.97,1
12590,12591,81,345.56000000000006,9
12591,12592,500,94.08,1
12592,12593,74,129.51,4
12593,12594,159,73.88,3
12594,12595,117,159.28,3
12595,12596,500,25.96,1
12596,12597,500,14.37,1
12597,12598,235,92.55,3
12598,12599,500,11.77,1
12599,12600,59,481.30999999999995,15
12600,12601,4,913.94,17
12601,12602,478,28.93,2
12602,12603,500,12.49,1
12603,12604,500,60.85,1
12604,12605,89,36.98,2
12605,12606,500,37.76,1
12606,12607,500,7.98,1
12607,12608,406,281.21000000000004,6
12608,12609,500,35.31,1
12609,12610,455,155.73000000000002,2
12610,12611,107,23.759999999999998,2
12611,12612,500,17.3,1
12612,12613,152,129.91,2
12613,12614,500,11.77,1
12614,12615,500,6.79,1
12615,12616,500,15.99,1
12616,12617,106,232.24999999999997,5
12617,12618,500,26.73,1
12618,12619,225,86.17,4
12619,12620,500,58.09,1
12620,12621,500,14.37,1
12621,12622,500,49.99,1
12622,12623,500,13.97,1
12623,12624,143,130.56,2
12624,12625,215,249.36999999999998,4
12625,12626,500,45.28,1
12626,12627,435,115.91,3
12627,12628,486,52.06999999999999,2
12628,12629,500,14.37,1
12629,12630,500,28.34,1
12630,12631,248,292.58000000000004,3
12631,12632,500,14.96,1
12632,12633,496,26.36,1
12633,12634,500,15.96,1
12634,12635,234,179.53,5
12635,12636,500,4.79,1
12636,12637,150,643.83,26
12637,12638,128,40.33,2
12638,12639,500,10.77,1
12639,12640,500,59.85,1
12640,12641,500,18.36,1
12641,12642,500,29.99,1
12642,12643,500,50.27,1
12643,12644,500,22.3,1
12644,12645,500,15.96,1
12645,12646,500,24.98,1
12646,12647,500,14.37,1
12647,12648,226,54.61,4
12648,12649,38,288.09000000000003,11
12649,12650,500,101.11,1
12650,12651,444,369.10999999999996,5
12651,12652,500,56.45,1
12652,12653,500,22.37,1
12653,12654,500,16.99,1
12654,12655,500,11.99,1
12655,12656,500,60.42,1
12656,12657,20,314.28999999999996,15
12657,12658,457,42.95,2
12658,12659,485,69.48,3
12659,12660,3,102.24,5
12660,12661,411,52.83,3
12661,12662,338,53.459999999999994,2
12662,12663,500,11.77,1
12663,12664,500,19.99,1
12664,12665,167,229.41999999999996,4
12665,12666,466,100.61,2
12666,12667,108,210.11,7
12667,12668,483,24.98,2
12668,12669,209,61.7,2
12669,12670,208,247.15,10
12670,12671,78,288.84000000000003,8
12671,12672,500,14.37,1
12672,12673,500,14.37,1
12673,12674,500,26.34,1
12674,12675,500,81.1,1
12675,12676,481,131.91,2
12676,12677,500,12.49,1
12677,12678,500,8.77,1
12678,12679,296,72.86,3
12679,12680,500,6.79,1
12680,12681,17,75.45,4
12681,12682,495,3.99,1
12682,12683,500,14.79,1
12683,12684,500,28.93,1
12684,12685,40,62.949999999999996,2
12685,12686,500,58.85,1
12686,12687,500,14.37,1
12687,12688,500,26.14,1
12688,12689,500,12.49,1
12689,12690,500,26.73,1
12690,12691,500,13.97,1
12691,12692,103,56.34,2
12692,12693,33,155.81,3
12693,12694,500,33.7,1
12694,12695,475,19.54,2
12695,12696,500,12.97,1
12696,12697,391,227.90000000000003,6
12697,12698,500,15.96,1
12698,12699,500,35.26,1
12699,12700,499,86.52,1
12700,12701,500,14.96,1
12701,12702,496,41.23,1
12702,12703,500,28.47,1
12703,12704,260,59.71,3
12704,12705,106,29.47,2
12705,12706,500,0.0,1
12706,12707,101,38.12,2
12707,12708,500,14.96,1
12708,12709,100,220.66000000000003,6
12709,12710,199,89.21,3
12710,12711,500,44.51,1
12711,12712,500,49.78,1
12712,12713,259,32.48,2
12713,12714,500,9.97,1
12714,12715,248,38.45,2
12715,12716,331,48.48,2
12716,12717,500,13.97,1
12717,12718,500,30.15,1
12718,12719,219,126.2,4
12719,12720,117,170.96,7
12720,12721,138,107.32,5
12721,12722,500,14.9,1
12722,12723,500,49.97,1
12723,12724,500,18.36,1
12724,12725,500,15.36,1
12725,12726,194,73.25,4
12726,12727,490,218.34,2
12727,12728,200,107.92999999999999,5
12728,12729,101,96.42,5
12729,12730,86,95.33999999999999,3
12730,12731,93,47.7,5
12731,12732,500,25.74,1
12732,12733,500,29.73,1
12733,12734,499,72.04,1
12734,12735,500,47.97,1
12735,12736,500,29.73,1
12736,12737,155,225.18,4
12737,12738,306,42.3,3
12738,12739,482,15.56,1
12739,12740,418,60.06,3
12740,12741,500,18.27,1
12741,12742,500,6.49,1
12742,12743,500,17.94,1
12743,12744,343,338.69,3
12744,12745,500,14.96,1
12745,12746,32,163.09,4
12746,12747,123,425.65999999999997,13
12747,12748,500,15.9,1
12748,12749,484,51.75,2
12749,12750,28,539.98,10
12750,12751,19,265.19,9
12751,12752,500,3.99,1
12752,12753,440,19.28,2
12753,12754,500,4.79,1
12754,12755,500,44.959999999999994,1
12755,12756,373,110.99,3
12756,12757,500,13.97,1
12757,12758,495,14.96,1
12758,12759,190,68.29,4
12759,12760,500,65.02,1
12760,12761,453,176.66000000000003,3
12761,12762,481,43.68000000000001,2
12762,12763,175,74.21,3
12763,12764,103,63.44,2
12764,12765,500,14.37,1
12765,12766,119,67.46,2
12766,12767,500,14.96,1
12767,12768,500,15.36,1
12768,12769,500,12.97,1
12769,12770,412,126.22999999999999,6
12770,12771,500,29.37,1
12771,12772,198,72.32,3
12772,12773,500,12.49,1
12773,12774,232,86.67,2
12774,12775,499,46.28,1
12775,12776,500,11.77,1
12776,12777,500,38.32,1
12777,12778,156,75.05,2
12778,12779,499,17.3,1
12779,12780,500,11.97,1
12780,12781,490,23.93,1
12781,12782,142,251.73000000000002,7
12782,12783,9,160.31,12
12783,12784,500,37.51,1
12784,12785,31,194.09,5
12785,12786,500,39.11,1
12786,12787,500,10.97,1
12787,12788,500,30.72,1
12788,12789,500,40.14,1
12789,12790,407,27.98,2
12790,12791,500,108.7,1
12791,12792,309,185.84000000000003,5
12792,12793,500,40.98,1
12793,12794,500,55.269999999999996,1
12794,12795,63,94.87,3
12795,12796,425,53.28999999999999,3
12796,12797,247,44.82,2
12797,12798,11,143.4,4
12798,12799,500,25.54,1
12799,12800,424,160.18,3
12800,12801,479,122.74,2
12801,12802,500,29.46,1
12802,12803,368,41.730000000000004,2
12803,12804,32,218.81,7
12804,12805,500,14.37,1
12805,12806,44,154.21,5
12806,12807,202,442.51,7
12807,12808,437,40.53,2
12808,12809,478,103.94,2
12809,12810,500,46.67,1
12810,12811,500,11.77,1
12811,12812,500,15.7,1
12812,12813,121,26.25,2
12813,12814,500,9.77,1
12814,12815,500,11.77,1
12815,12816,25,257.47,2
12816,12817,500,45.1,1
12817,12818,140,101.36999999999999,6
12818,12819,500,14.96,1
12819,12820,276,159.04,4
12820,12821,500,24.74,1
12821,12822,500,11.77,1
12822,12823,500,50.27,1
12823,12824,500,11.77,1
12824,12825,461,28.34,2
12825,12826,140,97.27,3
12826,12827,124,104.57,7
12827,12828,342,60.87,4
12828,12829,490,66.87,2
12829,12830,500,11.77,1
12830,12831,500,23.99,1
12831,12832,415,69.22,2
12832,12833,500,15.76,1
12833,12834,499,12.97,1
12834,12835,499,12.49,1
12835,12836,499,78.41,1
12836,12837,499,23.54,1
12837,12838,57,389.6400000000001,15
12838,12839,288,21.759999999999998,2
12839,12840,216,51.97,2
12840,12841,499,13.97,1
12841,12842,151,717.29,7
12842,12843,21,414.94,14
12843,12844,499,10.99,1
12844,12845,83,719.92,14
12845,12846,499,12.49,1
12846,12847,499,15.96,1
12847,12848,317,40.7,2
12848,12849,499,14.37,1
12849,12850,422,87.78,3
12850,12851,499,19.99,1
12851,12852,119,572.27,13
12852,12853,497,37.51,2
12853,12854,499,30.32,1
12854,12855,267,28.950000000000003,2
12855,12856,261,102.75999999999999,3
12856,12857,336,121.42,2
12857,12858,499,10.77,1
12858,12859,499,40.51,1
12859,12860,10,1846.34,41
12860,12861,493,46.08,2
12861,12862,494,21.94,1
12862,12863,499,23.54,1
12863,12864,499,9.77,1
12864,12865,310,126.56,5
12865,12866,499,58.77,1
12866,12867,499,8.77,1
12867,12868,499,24.9,1
12868,12869,499,25.77,1
12869,12870,346,27.450000000000003,2
12870,12871,358,79.6,8
12871,12872,330,239.62,6
12872,12873,499,22.54,1
12873,12874,499,73.71,1
12874,12875,499,103.73,1
12875,12876,499,15.36,1
12876,12877,499,30.32,1
12877,12878,198,211.17999999999998,6
12878,12879,45,331.53,5
12879,12880,499,10.77,1
12880,12881,499,45.06,1
12881,12882,39,225.19000000000003,5
12882,12883,395,378.38,3
12883,12884,407,145.26,3
12884,12885,24,816.6099999999999,10
12885,12886,412,18.27,2
12886,12887,499,29.92,1
12887,12888,499,44.69,1
12888,12889,499,16.36,1
12889,12890,152,68.36,5
12890,12891,136,66.33,3
12891,12892,107,459.80000000000007,15
12892,12893,476,50.75,2
12893,12894,499,12.49,1
12894,12895,499,15.36,1
12895,12896,194,264.07,9
12896,12897,499,29.92,1
12897,12898,499,11.97,1
12898,12899,34,134.9,5
12899,12900,499,12.77,1
12900,12901,371,174.89,2
12901,12902,38,726.47,6
12902,12903,424,118.14,4
12903,12904,499,83.77,1
12904,12905,499,31.32,1
12905,12906,9,295.33000000000004,9
